reference	verse	book
Mark 5:5	During the nights and during the days _significantTime [while that man walked/wander among the tombs and the hills ] that man was always _hyperbolic shouting/scream . And that man was always _hyperbolic cutting that man _reflexive with stones.	Mark
Matthew 5:16	Similarly, you(people) (imp) let [your(people’s) light shine in front of other people [so that those people would see your(people's) good actions]]. Then those people will praise/glorify your(people’s) Father [who is in heaven]. (footnote) Jesus says [good actions be-U light]. Good actions show/reveal God to people [just-like light shows/reveal things to people].	Matthew
Genesis 30:20	Leah said, ["God gave a good gift to me(Leah).] Now Jacob will certainly honor me(Leah) [because I(Leah) birthed 6 sons for Jacob]". so Leah named this son Zebulun. -Footnote Zebulun means [to honor].	Genesis
2 Samuel 15:26	But [if Yahweh is not pleased with me(David)] then I(David) am ready. Yahweh will do the thing [that Yahweh wants [to do]] to me(David)."	2_Samuel
Mark 14:51	(paragraph) A certain young man [(implicit-situational) who was at that place] was also _implicit following-B Jesus. And that young man was wearing only a sheet of _madeOf linen. And those people tried _implicitNecessary [those people to take-away/grab that young man]. (implicit-situational) But those people only take-away/grab that young man's sheet.	Mark
Joshua 16:6	Then the border went to the sea-Mediterranean.  Then the border went from Mikmethath to Taanath-Shiloh.  Then the border went to Janoah.	Joshua
Mark 6:30	(title) Jesus provides food for more than 5000 people. (paragraph) The apostles gathered-C around Jesus. And those men/apostles _frameInferable told Jesus about all the things-B [that those men/apostles did] and all the things-C [that those men/apostles taught].	Mark
Genesis 13:13	The people [who lived in Sodom] were very evil. These people were always sinning against Yahweh.	Genesis
Mark 6:27	So the king immediately sent a soldier to the prison _implicit. The king commanded [that soldier to bring John's head to the king _implicit]. That soldier went. And that soldier cut-off John's head in the prison.	Mark
2 Samuel 16:17	Absalom asked Hushai, ["Did you(Hushai) stop loving your(Hushai's) friend named David]? [If David is your(Hushai’s) friend] why did you(Hushai) not leave Jerusalem with David?"	2_Samuel
Genesis 41:46	[when Joseph was 30 years old] Joseph began serving the king of Egypt. Joseph did not always stay near the palace. Joseph left the palace [in order to go to all the cities [that were in Egypt]].	Genesis
2 Samuel 24:19	Then David did all of the things [that Yahweh commanded [David to do]].  So David went to Araunah.	2_Samuel
Joshua 18:26	And the tribe named Benjamin owned the towns named Mizpah, Kephirah, and Mozah.	Joshua
Matthew 18:17	[If that person still refuses [to listen-B to you(follower)],] you(follower) (imp) tell the church of the leaders _metonymy [that person is sinning]. And [if that person refuses [to listen to the church of the leaders _metonymy],] you(follower) (imp) treat that person [just-like you(follower) treat people [who are not Jews] or tax-collector].	Matthew
Genesis 14:24	I(Abram) will not keep any thing except the food [that my(Abram's) young men ate]. But you(king) (imp) give to Aner, to Eshcol, and to Mamre some of the things [that we(Abram) took from the four kings] [because Aner, Eshcol and Mamre fought with me(Abram)]."	Genesis
Matthew 24:51	The master-A will much punish that servant. The master-A will put that servant in the place [that the people [who pretend [to be good/righteous]] are in]. In that place the people _frameInferable will cry/weep. And the people will bite/gnash those people's teeth [because (implicit-situational) the people will suffer much].	Matthew
Matthew 25:39	When did we(people) _excl care-A for you(Lord) [because we(people) _excl saw [you(Lord) were sick]]? When did we(people) _excl visit you(Lord) [because we(people) _excl saw [you(Lord) were in prison]]?"	Matthew
Daniel 8:27	Then I(Daniel), Daniel, became weak. I(Daniel) was sick for a few days. Then I(Daniel) stood up. And I(Daniel) returned to the palace [so that I(Daniel) could work for the king]. I(Daniel) was amazed by the vision. But I(Daniel) was not able [to understand the vision].	Daniel
Matthew 6:18	Then-D other _implicit people will not notice [you(person) are fasting]. But your(person's) Father [who is not seen by people _implicitActiveAgent] will see you(person) . And your(person's) Father [who sees the actions _implicitNecessary [that are done by people _implicitActiveAgent secretly] ] will reward you(person).	Matthew
Genesis 31:55	Then early in the morning Laban kissed Laban's grandchildren and Laban's daughters. and Laban blessed the grandchildren and the daughters.  Then Laban left Jacob.  And Laban returned to Laban's house.	Genesis
Joshua 5:14	That man answered Joshua, ["I(man) am not a friend]. And I(man) am not an enemy. I(man) lead Yahweh's army." Then Joshua bowed to that man. And Joshua put Joshua's face on the ground [because Joshua respected that man]. Then Joshua said to that man, ["Will you(man) tell a message to me(Joshua)?] You(man) are my(Joshua's) master. And I(Joshua) am your(man's) servant."	Joshua
Genesis 44:16	Judah said, ["What will we(brothers) say to my(Judah's) master?] What will we(brothers) say? How will we(brothers) prove [that we(brothers) are innocent]?  we(brothers) are not able [to prove [that we(brothers) are innocent]]. God showed you(Joseph) [that your(Joseph's) servants are guilty]. My(Judah's) master, all of us(brothers) will become your(Joseph's) slaves.  We(brothers) and the boy [that had your(Joseph's) cup] will become your(Joseph's) slaves."	Genesis
1 Samuel 15:3	So you(Saul) (imp) go now.  And you(Saul) (imp) attack the Amalekites.  And you(Saul) (imp) completely destroy all of the things [that the Amalekites own].  All of those things (implicit-info) will become a gift/offering for me(Yahweh).  You(Saul) (imp) do not let [those people live]. You(Saul) (imp) kill the men, the women, the children, and the babies.  And you(Saul) (imp) kill the cows, the sheep, the camels, and the donkeys.""	1_Samuel
Mark 2:7	["Why (rhetorical) is this man saying these things ?] ["This man (statement) should not say these things]. Jesus is much insulting God [by talking (implicit-situational) [just-like Jesus is God]]. Who (rhetorical) is able [to forgive bad _morally actions] except God? Only God (statement) is able [to forgive bad _morally actions]."	Mark
Matthew 19:8	_paragraph (complex) Jesus answered, ["Moses allowed [you(Jews) to divorce your(Jews') wives] [because your(Jews') hearts-A were stubborn]]. (simple) Jesus answered, ["Moses allowed [you(Jews) to divorce your(Jews') wives] [because you(Jews) refused [to obey God _implicit]]]. But [when God first made/created all things,] God did not allow [men to divorce those men's wives]."	Matthew
Joshua 21:7	The Israelites also gave 12 towns to the families [that were descendants of Merari]. Those 12 towns were in the regions [that the tribes named Reuben, Gad, and Zebulun owned].	Joshua
Matthew 21:37	Finally that man sent-C that man's son to those people/farmers. That man thought, ["Those people/farmers will certainly respect my(man's) son"].	Matthew
Mark 10:23	(paragraph) Jesus looked at Jesus's disciples _implicit. And Jesus said to those followers/disciples, [" (complex) [Rich people enter the kingdom of God] is hard!"] [" (simple) [Rich people let [God lead those people]] is hard!"]	Mark
Matthew 15:3	_paragraph (rhetorical) Jesus asked those Pharisees and those people/scribes _implicit, ["And why do you(Pharisees) ignore the laws [that God commanded [you(Pharisees) to obey]] [in-order-to obey your(Pharisees's) religious _implicit customs/traditions]?] (statement) Jesus said to those Pharisees and those people/scribes _implicit, ["And you(Pharisees) ignore the laws [that God commanded [you(Pharisees) to obey]] [in-order-to obey your(Pharisees's) religious _implicit customs/traditions]].	Matthew
Daniel 2:5	The king said to the astrologers, ["I(king) decided [that I(king) will not tell you(astrologers) about the dream]]. I(king) want [you(astrologers) to tell me(king) about my(king's)  dream]. And I(king) want [you(astrologers) to explain the meaning of the dream to me(king)]. [If you(astrologers) are not able [to explain the meaning of the dream to me(king)]] I(king) will order [soldiers to kill you(astrologers)]. Those soldiers will also burn your(astrologers') houses.	Daniel
Matthew 21:24	_paragraph Jesus answered, ["I(Jesus) will also ask you(priests) 1 question]. [If you(priests) answer my(Jesus's) question _implicit,] I(Jesus) will tell-C to you(priests) about the authority [that I(Jesus) have [in-order-to do these things]].	Matthew
Mark 6:8	(paragraph) Jesus told Jesus's followers/disciples, ["[While you(followers) are traveling,] you(followers) (imp) do not take things/supplies _supplyInLDV, except a stick/staff [ (implicit-situational) that will help [you(followers) to walk]]]. You(followers) (imp) do not take food or a bag [(implicit-situational) that a person uses [when that person travels]]. And you(followers) (imp) do not carry money in your(followers') belts or your(followers') pockets _implicit.	Mark
Mark 4:38	But Jesus was sleeping at the back of the boat on a blanket/cushion. The disciples wake-up Jesus. (yesrhetorical) And the disciples said to Jesus, ["Master/Teacher, are you(Jesus) worried [that we(disciples) _incl will die soon_implicit]?"] (statement) ["Master/Teacher, It seems [you(Jesus) are not worrying [that we(disciples) _incl will die soon _implicit]]."].	Mark
Daniel 5:4	All these people drank wine from these gold cups. These people also honored the gods [that other people had made]. These gods were made of gold, silver, bronze, iron, wood, and stone.	Daniel
Matthew 19:22	_paragraph [When the young man heard these words,] the young man walk-away. The young man was sad [because the young man had much wealth]. (implicit-situational) And that man did not want [to sell all of that man's things/possessions].	Matthew
Joshua 7:12	The Israelites are not able [to defeat the Israelites' enemies] [because the Israelites did not obey me(Yahweh)]. The Israelites ran from the Israelites’ enemies. I(Yahweh) will not help you(Israelites) [until you(Israelites) destroy all of the things [that you(Israelites) stole from Jericho]].	Joshua
Genesis 27:22	So Jacob went close to the father of Jacob named Isaac. Then Isaac touched the hands of Jacob. and Isaac said, ["[When you(Esau) talked to me(Isaac)] I(Isaac) thought [you(Esau) were Jacob]]. But the hands of you(Esau) have much hair [just-like the hands of Esau have much hair]."	Genesis
2 Samuel 17:24	Absalom (title) dies.  David went to Mahanaim. Absalom and many Israelites went across the Jordan River.	2_Samuel
Matthew 7:13	(title) Jesus says [people should choose the narrow gate _frameInferable]. (paragraph) You(people) (imp) enter the narrow gate. The gate [that leads to the place [that people are destroyed by God _implicitActiveAgent at]] is wide. And the road [that leads to that place] is wide. And many people enter that gate.	Matthew
Matthew 10:22	You(disciples) will be hated by all _hyperbolic people because of me(Jesus). But a person [who follows _routinely me(Jesus) until the end of that person's life _implicit] will be saved by God _implicitActiveAgent from hell-A _implicit.	Matthew
Genesis 13:1	-Title Abram moves to Hebron. -Title and Lot moves to Sodom.  So Abram left Egypt. Abram took all the things [that Abram owned]. and Abram traveled to Negev [that is in the southern region of Canaan].  Abram's wife and Lot went with Abram.	Genesis
Daniel 6:22	God sent God's angel [in order to close the mouths of these lions]. So the lions did not hurt me(Daniel). God knows [that I(Daniel) am innocent]. I(Daniel) have not done bad things to you(king)."	Daniel
Joshua 13:7	You(Joshua) must divide that land.  And you(Joshua) must give that land to the 9 tribes and to half of the tribe named Manasseh."	Joshua
1 Samuel 19:17	Then Saul said to Michal, ["Why did you(Michal) trick me(Saul)]? You(Michal) helped [my(Saul's) enemy escape]." Michal answered Saul, ["David said to me(Michal), ["[If you(Michal) do not help me(David)] I(David) will kill you(Michal)]]." So (implicit) I(Michal) let [David leave]."	1_Samuel
Mark 10:49	(paragraph) [(implicit-subaction) When Jesus heard Bartimaeus,] Jesus stopped walking. And Jesus said to some of the people _implicit , ["You(people) (imp) tell that man [that man to come here]"]. (paragraph) So those people called that man [who was not able to see]. And those people said to that man, ["You(man) (imp) become brave!] You(man) (imp) stand-up! Jesus is calling you(man)."	Mark
Daniel 8:9	Then another small horn grew from one of those horns. This small horn became powerful. This small horn defeated the people [who lived in the south region], the people [who lived in the east region], and the people [who lived in the beautiful land].	Daniel
Matthew 11:23	(yesrhetorical) And you(people), Capernaum of people _metonymy, do you(people) think [you(people) will be brought by God _implicitActiveAgent to heaven [because you(people) will be honored by God _implicitActiveAgent]]? (statement) And you(people), Capernaum of people _metonymy, you(people) should not think [you(people) will be brought by God _implicitActiveAgent to heaven [because you(people) will be honored by God _implicitActiveAgent]]. No. You(people) will be sent by God _implicitActiveAgent to hell-B. For [If-C I(Jesus) had done in Sodom the miracles [that I(Jesus) did among you(people)]] the people _implicitNecessary of that town would put-on sackcloth. And [if-C I(Jesus) had done in Sodom the miracles [that I(Jesus) did among you(people)]] that town of the people _metonymy would still be-E/exist today.	Matthew
Mark 13:16	A person [that is working _implicitNecessary in the field-A ] must not return-A to that person's house _implicit [in-order-to get that person's coat]. (implicit-situational) Instead that person must run-away quickly to the mountains.	Mark
Matthew 28:3	That servant/angel appeared-B like lightning. (literal) And that servant's/angel clothes were white [just-like snow is white]. (dynamic) And that servant's/angel clothes were extremely white and bright.	Matthew
2 Samuel 2:25	Then the men [that were in the tribe named Benjamin] came to Abner. Those men stood at the top of that hill.	2_Samuel
Nehemiah 7:18	667 men [that were from Adonikam] returned.	Nehemiah
Acts 17:34	Some people believed in Jesus. And those people became Paul's disciples. One of those people was named Dionysius. Dionysius was a member of the group named Aeropagus. A woman named Damaris also believed in Jesus. And many other people also believed in Jesus.	Acts
2 Samuel 14:21	Then David said to Joab, ["Ok]. I(David) will keep my(David's) promise. (imp) you(Joab) go.  And you(Joab) (imp) bring Absalom to Jerusalem."	2_Samuel
Nehemiah 10:33	And we(people) will use that silver [in order to pay for the special bread [that the priests put on the special table], for the offering-grain, and for the offering-burnt]. We(people) will also use that silver [in order to pay for the gifts/offerings [that the priests give/sacrifice] on the seventh day of each week, on the New-Moon feasts, and for special meals/feasts]. And we(people) will use that silver [in order to pay for the gifts/offerings [that take away the bad _morally actions of Israel]].  And we(people) will use that silver [in order to pay the people [that work in the house of our(Israelites') God]].	Nehemiah
Matthew 27:45	(title) Jesus dies. _paragraph (literalunits) Between-C the 6th hour and the 9th hour the whole sky was dark-A. (modernunits) Between-C 12PM and 3PM the whole sky was dark-A.	Matthew
2 Samuel 13:23	(title) Absalom kills Amnon. 2 years later the men [who cut off the fur from Absalom’s sheep] were in Baal-Hazor.  Baal-Hazor was near Ephraim’s border.  At that time Absalom invited [all of the king’s sons to come to Baal-Hazor].	2_Samuel
Matthew 13:29	_paragraph That man answered, ["No]. For [while you(servants) are pull-out those plants/weeds,] you(servants) might pull-out the wheat also.	Matthew
2 Samuel 1:11	Then David tore David's clothes [in order to show people [that David was very sad]]. And all of the men [who were with David] also tore the men’s clothes.	2_Samuel
Joshua 21:2	The leaders of the tribe named Levi spoke to those men in the town named Shiloh [which was in Canaan]. Those leaders said to those men, ["Moses said [that Yahweh commanded [you(men) to give towns and fields to us(people)]]]. We(people) will live in those towns. And our(people's) cows and sheep will live in those fields."	Joshua
1 Samuel 17:14	David was Jesse’s youngest son. The 3 oldest sons followed Saul [to fight the Philistines].	1_Samuel
Matthew 27:17	So [after the crowd gathered in front of Pilate _implicit,] Pilate asked the people _frameInferable, ["Do you(people) want [me(Pilate) to free for-C you(people) Jesus-Barabbas or Jesus [who is called by people _implicitActiveAgent the Christ]]?"]	Matthew
1 Samuel 25:13	Then David said to the men [who were with David], ["You(men) (imp) prepare [to fight]]!  And you(men) (imp) bring your(men's) swords!" So those men pick-up those men's swords. And David also pick-up David's sword. About 400 men went with David [in order to fight Nabal].  And about 200 men stayed in the cave [in-order-to guard the food].	1_Samuel
2 Samuel 17:4	Absalom and all of the leaders of Israel liked that plan.	2_Samuel
Joshua 17:9	Then the border went to the valley-Kanah. The tribe named Ephraim owned towns [that were in that region].  Those towns were among the towns [that the tribe named Manasseh owned].  The border of Manasseh's land went from the northern side of the valley-Kanah to the sea-Mediterranean.	Joshua
Ruth 3:11	My(Boaz’s) daughter, you(Ruth) (imp) do not be afraid. I(Boaz) will do for you(Ruth) all of the things [that you(Ruth) asked [me(Boaz) to do]].  All of the people [that are living in this town] know [that you(Ruth) are a very good woman].	Ruth
Matthew 2:14	(paragraph) So Joseph get-up . During that night _significantTime Joseph took the child and the child’s mother . And Joseph started traveling to Egypt with the child _implicit and the child’s mother _implicit .	Matthew
Genesis 37:32	Then the brothers brought the robe to the brothers' father. and the brothers said, ["We(brothers) found this robe]. You(Jacob) (imp) look at this robe carefully. Does this robe belong to your(Jacob's) son?"	Genesis
2 Samuel 23:27	Abiezer was from Anathoth.Sibbekai was from Hushath.	2_Samuel
Genesis 47:26	So Joseph made a new law. This new law said [that the crops [that the people [who live in Egypt] harvested from the land] belongs to the king]. But the king did not obtain the priest's land.	Genesis
Genesis 50:13	Jacob's sons carried Jacob's body to Canaan. and Jacob's sons buried Jacob's body in the cave [that is in the field [that belonged to Machpelah]].  That field is near Mamre. Abraham bought that cave and that field from Ephron [who was a Hittite] [so that people could bury the bodies of Abraham's descendants in that cave].	Genesis
Matthew 13:22	A person [who hears the message] [and who worries much about that person's life] is _be-U like the seeds [that fell among the plants [that have sharp points]]. (literal) That person is deceived by wealth. (dynamic) That person thinks [that person will be happy [if that person has much wealth]]. (dynamic) But that person is wrong. (literal) So the message is not able [to become strong]. (dynamic) So that person thinks [the things [that that person wants/desires] are more important than the message]. (literal) And the message is not able [to produce fruit]. (dynamic) And the message does not change that person [so that (implicit-situational) that person does the things [that please God]].	Matthew
2 Samuel 14:25	All of the people [who were living in Israel] thought [that Absalom was very handsome]. Absalom was very handsome from the top of Absalom's head to the bottom of Absalom's foot.	2_Samuel
Joshua 21:27	The Israelites also gave towns to the families [that were Gershon's descendants]. The tribe named Manasseh [that lived on the eastern side of the Jordan river] gave the towns named Golan and Be-Eshtarah to those families.  Golan was in Bashan.  ( A person [who lived near Golan] might accidentally kill another person. Then that person should run to Golan. ) So the tribe named Manasseh [that lived on the eastern side of the Jordan river] gave 2 towns to the families [that were Gershon's descendants]. And the tribe named Manasseh [that lived on the eastern side of the Jordan river] also gave the fields [that were near those 2 towns] to those families.	Joshua
Matthew 20:23	_paragraph (literal) Jesus said to James and John, ["You(sons) _dual certainly will drink that bitter-B drink _implicit from my(Jesus's) cup]. (dynamic) Jesus said to James and John, ["The hard-B things-B [that will happen to me(Jesus)] will certainly happen to you(sons) _dual]. But I(Jesus) do not have authority [in order to choose the people _dual [who will sit at my(Jesus's) right side and my(Jesus's) left side]]. These seats _dual belong to the people [for whom these seats _dual were prepared by my(Jesus's) Father]."	Matthew
Joshua 23:1	Joshua (title) goodbyes the Israelites.  Yahweh allowed [the Israelites to rest for many years]. And Yahweh protected the Israelites from the Israelites' enemies. Then Joshua became very old.	Joshua
Mark 9:21	(paragraph) Jesus asked that boy's father, ["When did these things start happening to this boy ?"] (paragraph) That boy's father answered, ["These things started happening [when _Adp this boy was very young]].	Mark
Nahum 1:9	Yahweh will destroy the people [who plan [to do bad things to Yahweh]]. Yahweh will not allow [the people [who live in Assyria] to defeat Yahweh's people again].	Nahum
2 Samuel 22:10	God opened the heavens. And God came down to the earth. Dark clouds were under God's feet.	2_Samuel
Genesis 35:5	Then Jacob and Jacob's sons left that place. But God caused [the people [that lived near that place] to be afraid of Jacob]. Therefore those people did not pursue Jacob.	Genesis
Nehemiah 1:3	Those men said to me(Nehemiah), ["The people [that were brought to Babylon by soldiers] [but are living in Judah now] have many problems]. And those people are ashamed. The walls of Jerusalem were destroyed by soldiers. And the gates of Jerusalem were burned with fire by soldiers."	Nehemiah
Mark 4:30	(title) Jesus tells a parable [that is about a seed-mustard]. (paragraph) And Jesus also said, ["(rhetorical) (complex) How are we(Jesus) _incl able [to describe the kingdom of God]?] ["(rhetorical) (simple) How are we(Jesus) _incl able [to explain-how [God rules God's people]]?] ["(statement) (complex) I(Jesus) will describe the kingdom of God]. ["(statement) (simple) I(Jesus) will explain-how [God rules God's people]]. (rhetorical) (complex) Which parable [that explains the kingdom of God] will we(Jesus) _incl tell? (rhetorical) (simple) Which parable [that explain-how [God rules God's people]] will we(Jesus) _incl tell? (statement) (complex) I(Jesus) will tell a parable [that explains the kingdom of God]. (statement) (simple) I(Jesus) will tell a parable [that explain-how [God rules God's people]].	Mark
Mark 8:28	(paragraph) Those followers/disciples told Jesus, ["Some people say [you(Jesus) _implicitNecessary are _implicitNecessary John the Baptist]]. Other people say _implicitNecessary [you(Jesus) _implicitNecessary are _implicitNecessary Elijah named the prophet _implicitType]. And other people say _implicitNecesssary [you(Jesus) _implicitNecessary are _implicitNecessary one of the people [who tell God's messages to people _generic]]."	Mark
Mark 13:25	The stars will fall from the sky. And the powerful things [that are in the sky] will be shaken-B by God _implicitActiveAgent. (footnote) You(people) (imp) see Isaiah 13:10, Isaiah 34:4, and Joel 2:10.	Mark
Matthew 11:5	Blind people start seeing things _implicit. Lame people start walking. People [who have a terrible skin disease] become religiously/ritually clean-A. Deaf people start hearing sounds _implicit. People [who are dead] become alive again. And the Good-News is told to poor people by me(Jesus) _implicitActiveAgent'.	Matthew
Joshua 1:4	I(Yahweh) will give all of the land [that is between the desert and Lebanon] to you(people). The desert is in the southern region. And Lebanon is in the northern region. And I(Yahweh) will give all of the land [that is between the Euphrates river and the Mediterranean Sea to you(people)]. The Euphrates river is in the eastern region. And the Mediterranean Sea is in the western region.  I(Yahweh) will give the land of the Hittites to you(people).	Joshua
Joshua 4:12	The men [that were in the tribes named Reuben and Gad] and half of the men [that were in the tribe named Manasseh] also obeyed Moses. All of those men were carrying weapons. And those men went across the river [before the people [that were in the other tribes] went across the river].	Joshua
Genesis 36:21	Seir also had sons named Dishon, named Ezer, and named Dishan. These sons of Seir were the leaders of the Horites [who lived in Edom].	Genesis
Joshua 16:5	Joshua and the leaders of the Israelites gave part of that land to the families [that were in the tribe named Ephraim]. That land's border went from Ataroth-Addar [which was in the eastern region] to Upper-Beth-Horon.	Joshua
1 Samuel 15:25	I(Saul) beg you(Samuel) [to forgive my(Saul's) sin]. You(Samuel) (imp) come with me(Saul) [so that I(Saul) could worship Yahweh]."	1_Samuel
Nehemiah 8:1	Ezra (title) reads Moses’ laws to the people of Israel. At that time all of the people of Israel met in the big place/square [that was in front of the gate-Water]. And the people told [Ezra [who taught the people about Moses’ laws] to bring Moses’ Book-of-the-Law]. Previously Yahweh commanded [the people of Israel to obey the laws [that were in that book]].	Nehemiah
Matthew 15:33	_paragraph (rhetorical) The followers/disciples asked Jesus, ["Where will we(followers) be able [to get enough food for this big crowd in this desert/wilderness]?"] (statement) The followers/disciples said to Jesus, ["We(followers) are not able [to get enough food for this big crowd in this desert/wilderness]"].	Matthew
1 Samuel 12:5	Then Samuel said to the Israelites, ["Yahweh heard the things [that you(Israelites) said]]. And Yahweh chose/appointed [Saul to be your(Israelites') king]. Saul also heard the things [that you(Israelites) said]. Yahweh and Saul heard [that you(Israelites) do not accuse me(Samuel) [of doing bad things]]."  The people said, ["Yahweh sees/witnesses [that we(Israelites) do not accuse you(Samuel) [of doing bad things]]]."	1_Samuel
Genesis 3:14	Then God said to the snake, ["I(God) curse you(snake) [because you(snake) tricked this woman]].  I(God) will cause [you(snake) to be different from all the other animals].  You(snake) will not be like the livestock or the wild animals.  You(snake) will crawl on the stomach of you(snake). and you(snake) will eat dust [until you(snake) die].	Genesis
Mark 4:15	Some people are like the path [that God's _implicit message is scattered by the person/farmer _implicitActiveAgent on]. [After those people hear the message,] Satan immediately comes. And Satan take-away the message [that was planted in those people by that person/farmer _implicitActiveAgent ].	Mark
1 Samuel 14:35	Then Saul built an altar for Yahweh. That altar was the first altar [that Saul built for Yahweh].	1_Samuel
Joshua 15:42	Yahweh also gave other towns [that were on the western side of the mountains] to the tribe named Judah. So the tribe named Judah owned the towns named Libnah, Ether, and Ashan.	Joshua
Nehemiah 3:26	A man named Pedaiah and the servants [that worked in the temple] repaired the next part of the wall. Pedaiah was a son of Parosh. Those servants [that worked in the temple] lived on the hill-Ophel. That part of the wall led to the place [that was in-front-of the gate-Water]. That part of the wall led to the eastern side of the city and the big tower.	Nehemiah
2 Samuel 18:11	Then Joab said to that soldier, ["You(soldier) saw Absalom]? Why did you(soldier) not kill Absalom?  [If you(soldier) had killed Absalom] I(Joab) would have given 115 grams of silver and a soldier's belt to you(soldier)."	2_Samuel
Esther 1:17	All the women [that live in the kingdom] will hear about the things [that the queen did]. The women will hear [that you(Xerxes) ordered [the queen to come to you(Xerxes)]]. And the women will hear [that the queen did not come to you(king)]. Then the women will not do all the things [that the women's husbands say].	Esther
2 Samuel 23:19	People honored Abishai [more than people honored the 3 powerful soldiers]. [Although Abishai was not one of the three powerful soldiers] Abishai became the captain of the 3 powerful soldiers.	2_Samuel
Nehemiah 11:18	284 people [who were in the tribe named Levi] moved to the special/holy city.	Nehemiah
Matthew 14:1	(title) John the Baptist's head is cut-off by Herod of the soldiers _metonymy. _paragraph At-that-time Herod [who ruled that area/region] heard about the things [that Jesus did].	Matthew
Genesis 45:22	Joseph gave 1 set of clothes 1 to each brother. but Joseph gave 5 sets of clothes to Benjamin. and Joseph also gave 3 kilograms of silver to Benjamin.	Genesis
Mark 7:2	Those Pharisees and those people/scribes noticed [some of Jesus's disciples eating food with _addInstrumentArg religious _implicit dirty/unclean hands]. Those followers'/disciple hands were not washed religiously/ritually _implicit by those followers/disciples _implicitActiveAgent.	Mark
2 Samuel 6:19	Then David gave one loaf of bread, one date cake, and one raisin cake to each person. David gave those things to the Israelite men and the Israelite women [that were at that place]. Then all of the people returned to those people's houses.	2_Samuel
Mark 13:32	(title) Jesus tells-B Jesus's followers/disciples [Jesus's followers/disciples to be ready-C [the Son-of-man to return]]. (paragraph) No person knows-C the day [(implicit-situational) that the Son-of-man _1stas3rd will return-B on] or the hour [(implicit-situational) that the Son-of-man _1stas3rd will return-B on]. The angels [that are in heaven] and the Son _1stas3rd do not know that day or that hour. Only-B the Father-A knows that day and that hour.	Mark
Daniel 2:7	The astrologers said to the king, ["You(king) (imp) please tell us(astrologers) about the dream]. Then we(astrologers) will explain the meaning of your(king's) dream to you(king)."	Daniel
Matthew 12:47	A person said to Jesus, ["Your(Jesus's) mother and your(Jesus's) brothers are standing outside the house [because your(Jesus's) mother and your(Jesus's) brothers want [to talk to you(Jesus)]]"].	Matthew
Ruth 2:23	So Ruth continued working with the women [that worked for Boaz]. Ruth gathered grain [until the workers finished gathering/harvesting the barley and the wheat].  And Ruth lived with Ruth's mother-in-law.	Ruth
Acts 19:10	Paul talked to those people about Jesus every day for two years. So all the Jews and Greeks [who lived in the region named Asia] heard the message [that is about the Lord Jesus]. \	Acts
Genesis 24:11	There was a well [that was outside that city].  The servant of Abraham knew [that many women [who lived in that city] would walk to a spring [that was near the well] [in order to obtain water in the evening]].  So the servant of Abraham stood near that well.  And the servant allowed [the camels to rest near that well].	Genesis
Mark 3:10	Jesus healed many people previously. (implicit-situational) And many other people [who had diseases] wanted [to become healthy]. So many other _implicit people [who had diseases] were pushing each-other(people) [in-order-to go close to Jesus [so that those people could touch Jesus]].	Mark
2 Samuel 13:4	One day Jonadab asked Amnon, ["Why do you(Amnon) look tired each morning]? You(Amnon) are the king's son. (imp) You(Amnon) tell me(Jonadab) about the reason [why you(Amnon) are tired]." Amnon said to Jonadab, ["I(Amnon) love Tamar]. But Tamar is the sister of my(Amnon's) brother named Absalom."	2_Samuel
2 Samuel 13:20	Tamar's brother (implicit-info) named Absalom saw Tamar.  Then Absalom said to Tamar, ["Did your(Tamar's) brother named Amnon [force you(Tamar) to sex Amnon]]? My(Absalom’s) sister, you(Tamar) (imp) do not tell people about Amnon now. Amnon is your(Tamar's) brother.  And (imp) you(Tamar) do not be upset."  Then Tamar lived in Absalom’s house. Tamar was very lonely.	2_Samuel
Matthew 14:13	(title) Jesus provides food for 5000 people. _paragraph [After Jesus heard about John's death _implicit,] Jesus left that place in a boat with Jesus's followers/disciples [in order to go to a place [where no other people were]]. [When people _nounIndex2 heard about the place [where Jesus was going],] people _nounIndex2 followed-A Jesus [by walking to that place _implicit from the towns [that (implicit-situational) were in that area/region]].	Matthew
1 Samuel 10:11	Then people [who knew Saul] saw [Saul speaking the words of Yahweh with the prophets]. Those people asked each other, ["Which thing happened to Kish’s son]? Is Saul a prophet now?"	1_Samuel
Mark 9:12	(paragraph) Jesus answered those followers/disciples, ["Elijah certainly comes first]. And Elijah causes [all things-A to become like new things]. (rhetorical) But why do the Scriptures say [the Son-of-man must much suffer] [and the Son-of-man must be treated cruelly by people _implicitActiveAgent]? (statement) . The Scriptures say [the Son-of-man must much suffer] [and the Son-of-man must be treated cruelly by people _implicitActiveAgent].	Mark
Matthew 6:9	(paragraph) Therefore you(people) (imp) pray, (paragraph) ["Our(people's) Father [who is in heaven], we(people) pray-hope [ you(Father) be honored by people _implicitActiveAgent]].	Matthew
Daniel 5:7	The king shouted to the astrologers, magicians, and wise men, ["Who is able [to read this message]]? Who is able [to tell me(king) about the meaning of this message]? I(king) will give purple clothes to that person. I(king) will give a gold necklace to that person. And I(king) will make [that person be the third ruler in this kingdom]."	Daniel
Daniel 7:12	Then the other three animals lost the power of the animals. But those three animals continued to live for a certain number of days."	Daniel
