reference	verse	book
Daniel 2:11	You(king) are asking [us(astrologers) to do a difficult thing]. No man is able [to do this thing]. Only the gods are able [to tell you(king) about your(king's) dream]. And the gods do not live among men."	Daniel
Genesis 7:12	The weather was rain for 40 days and for 40 nights.	Genesis
Acts 19:38	We(people) have courts and judges. [If Demetrius and the people [who work with Demetrius] determine [that a person has done a bad thing],] Demetrius and those people should tell a judge about that bad thing.	Acts
Daniel 1:4	Nebuchadnezzar wanted [Ashpenaz to bring men [who were healthy and handsome]]. And Nebuchadnezzar wanted [Ashpenaz to bring men [who were wise] and men [who were able [to learn things quickly]]]. Nebuchadnezzar wanted [these young men to serve Nebuchadnezzar in the palace]. Nebuchadnezzar ordered [Ashpenaz to teach these young men about the language of Babylon]. Ashpenaz also taught these young men about the books [that were written by people [who lived in Babylon]].	Daniel
Genesis 41:16	Then Joseph said to the king, ["I(Joseph) am not able [to explain dreams]]. But God will explain your(king's) dream to you(king)."	Genesis
Joshua 8:9	Then Joshua told [those soldiers to go]. So those soldiers went to a place [that was between Bethel and Ai].  That place was on the western side of Ai. But Joshua stayed with the Israelites during the night.	Joshua
Daniel 11:23	That man will make covenants with other nations. But that man will say false things to those nations. [Although that man will not rule many people] that man will become strong.	Daniel
Genesis 25:5	[After Abraham died] Isaac inherited all the things of Abraham.	Genesis
Joshua 2:14	Those 2 men said to Rahab, ["[Because you(Rahab) protected us(men)] we(men) will protect you(Rahab)]. [If you(Rahab) do not tell people about the things [that we(men) are doing]] we(men) will be kind to you(Rahab). [When Yahweh gives this land to us(people)] we(people) will save you(Rahab)."	Joshua
1 Samuel 13:18	Another group of soldiers went on the road [that led to Beth-Horon]. And the third group of soldiers went on the road [that was near the border].  That road was on a mountain [that was above the valley-Zeboyim]. valley-Zeboyim was near the desert.	1_Samuel
Nehemiah 13:14	My(Nehemiah's) God, you(God) (imp) remember me(Nehemiah) [because I(Nehemiah) did these things]. And you(God) (imp) do not forget these things [that I(Nehemiah) did for my(Nehemiah’s) God’s house and for the people [that work in the house of God]]. I(Nehemiah) served you(God) faithfully.	Nehemiah
Matthew 10:42	And I(Jesus) am telling you(followers) the truth. [If a person gives a cup of cold water to one of my(Jesus's) least important followers/disciples for me(Jesus) ,] that person will certainly receive-A that person’s reward.	Matthew
Mark 10:42	Then Jesus called-A the 12 _implicit followers/disciples. And Jesus said to those followers/disciples, ["You(followers) know-B [the rulers of the people [who are not Jews] like-B [showing-B those people [those rulers have-D power]]]]. Those officials use those official's authority [in-order-to make [those people obey those officials]].	Mark
Matthew 26:23	_paragraph Jesus said, ["The follower/disciple [who dipped bread _implicit with that follower/disciple's hand into the bowl _frameInferable with me(Jesus)] _emphasized will give me(Jesus) to my(Jesus's) enemies].	Matthew
2 Samuel 8:18	A man named Benaiah was the son of Jehoiada. Benaiah was the leader of the Kerethites and Pelethites. And David's sons were priests.	2_Samuel
2 Samuel 14:15	My(woman's) king, I(woman) came to this place [in order to say these words to you(king)].  Some people caused [me(woman) to become afraid]. I(woman) thought, ["[If I(woman) talk to the king] then the king might help me(woman)].	2_Samuel
Mark 14:43	(title) Jesus's enemies take-away/arrest Jesus. (paragraph) [While Jesus was still speaking,] Judas [who was one of the 12 disciples _implicitNecessary] immediately arrived at the place _implicit [where Jesus was]. A crowd of people [who were carrying swords and short heavy sticks] were with Judas. Those people were sent by the chief priests, the scribes, and the old leaders of the Jews _implicit.	Mark
Nehemiah 3:5	The men [who lived in the town named Tekoa] repaired the next part of the wall. The boss/supervisor told [the leaders of Tekoa to help [repair the wall]]. But the leaders of Tekoa did not help [repair the wall].	Nehemiah
Acts 20:37	And all those people cried. And all those people hugged Paul. And all those people kissed Paul.	Acts
Mark 8:8	The people ate that food _implicit. And those people were satisfied _adj. Then those followers/disciples filled 7 baskets with the pieces of food _implicitNecessary [that the people did not eat].	Mark
Matthew 27:20	_paragraph But the chief priests and the old leaders persuaded-A the crowd [to ask Pilate _implicitNecessary [to free _implicitNecessary Barabbas] [and to command _implicitNecessary [Pilate's _implicitNecessary soldiers _implicitNecessary to kill Jesus]]].	Matthew
Mark 13:35	(paragraph) Therefore, you(followers) (imp) also _implicit be ready. For you(followers) do not know the time [that the master-A of the house will return]. That master might arrive in the evening. Or that master might arrive in the middle-C of the night . (literal) Or that master might arrive [when the male chicken shouts]. (dynamic) Or that master might arrive [while the sky is still dark ] in the early morning. Or that master might arrive [when the sun rises].	Mark
Genesis 41:12	A young Hebrew man [who was a servant of the chief guard] was in the prison with us(officers). [After we(officers) told our(officer's) dreams to that man] that man explained the dreams to us(officers).	Genesis
Mark 7:11	But (literal) you(Pharisees) say [that a person may say to that person's _implicit father or that person's _implicit mother, ["The things [that I(person) might give to you(father) [in-order-to help you(father)]] are Corban "]]. But (dynamic) you(Pharisees) say [that a person may say to that person's _implicit father or that person's _implicit mother, ["(dynamic) I(person) was able [to give things to you(parents) [in-order-to help you(parents)]]]].  But I(person) promised God [that  I(person) will give those things to God]." (comment-begin) Corban (implicit-situational) _descriptive is a Hebrew word. Corban means-C a gift [that is for God]. (comment-end) (dynamic)	Mark
Genesis 5:5	Therefore Adam lived for 930 years.  Then Adam died.	Genesis
Genesis 34:22	But these people insisted [that we(Shechem) be circumcised by a person [just-like these people were circumcised by a person]]. [After we(Shechem) are circumcised by a person] these people will agree [to live in the land of us(Shechem)] [and to become one group with us(Shechem)].	Genesis
Joshua 19:43	The tribe named Dan also owned the towns named Elon, Timnah, and Ekron.	Joshua
Nehemiah 11:28	Ziklag, Mekonah, the villages [that were near Mekonah],	Nehemiah
Joshua 12:16	The Israelites defeated the king of Makkedah and the king of Bethel.	Joshua
2 Samuel 23:10	But Eleazar did not run-away. Eleazar fought the Philistines [until Eleazar was extremely tired]. Eleazar (implicit-info) killed the Philistines [until Eleazar was not able [to lift Eleazar's sword]]. Yahweh caused [the Israelites to defeat the Philistines] on that day. The other soldiers [that run-away/retreated] returned to Eleazar.  But those soldiers came [in order to take-away the weapons from the dead soldiers].	2_Samuel
Mark 5:35	(paragraph) [While Jesus was still speaking to that woman _implicit,] people came from the house _implicitNecessary of Jairus _implicitNecessary [who was the leader of the Jewish church]. Those people said to that leader _implicit, ["Your(Jairus's) daughter died]. (rhetorical) Why should you(Jairus) continue to annoy/bother the teacher _frameInferable [(implicit-situational) by asking that person/teacher [that person/teacher to come to your(Jairus's) house]]?" (statement) You(Jairus) should not continue annoying/bother the teacher _frameInferable [(implicit-situational) by asking that person/teacher [that person/teacher to come to your(Jairus's) house]]."	Mark
Matthew 24:45	_paragraph (rhetorical) Who is a faithful and wise servant-A [whom a master might appoint]? (statement) A master might appoint a faithful and wise servant-A. That master-A will appoint that servant [so-that that servant would give food to the other servants [who are in that master's house] [whenever those servants need food]].	Matthew
Mark 15:17	Those soldiers put a purple coat/robe [(implicit-situational) that be-U like a king's robe] on Jesus . Then those soldiers made a royal hat from branches [that had sharp points ]. And those soldiers put that hat/crown on Jesus of the head _implicitType.	Mark
Matthew 19:4	_paragraph (yesrhetorical) Jesus answered, ["Did you(Pharisees) read in the Scriptures _implicit [[when God first made/created all things,] God made male people and female people]?] (statement) Jesus answered, ["You(Pharisees) read _past in the Scriptures _implicit [[when God first made/created all things,] God made male people and female people]]. (footnote) You(people) (imp) see Genesis 1:27.	Matthew
Genesis 45:15	Then Joseph kissed Joseph's brothers. Joseph cried [while Joseph was hugging Joseph's brothers]. Then Joseph's brothers spoke to Joseph.	Genesis
Matthew 24:18	A person [who is working _implicitNecessary in the field-A _frameInferable] must not return-A to that person's house _implicit [in order to get that person's coat]. (implicit-situational) Instead, that person must run-away quickly to the mountains.	Matthew
Nehemiah 2:2	So the king asked me(Nehemiah), ["Why does your(Nehemiah's) face look sad [although you(Nehemiah) are not sick]]? I(king) think [that you(Nehemiah) are very sad]." Then I(Nehemiah) became very afraid.	Nehemiah
Matthew 14:11	John's head was brought by that soldier _implicitActiveAgent on a big plate. And John's head was given by that soldier _implicitActiveAgent to that daughter. Then that daughter carried that head to that daughter's mother.	Matthew
1 Samuel 10:5	Then you(Saul) will go to a town named Gibeah-of-God. Some Philistine soldiers will be camping at that place. Then [while you(Saul) are walking toward that town], you(Saul) will meet a group of prophets.  Those prophets will be walking down from the mountain [that people worship God at]. Those prophets will be playing lyres, tambourines, flutes, and harps. And those prophets will be saying the words [that the Spirit of Yahweh tells [those prophets to say]].	1_Samuel
2 Samuel 1:22	Jonathan’s bow killed many enemies.   And Saul’s sword killed many people.   The blood of many enemies is on Jonathan’s bow and Saul’s sword.    Saul and Jonathan killed strong men.	2_Samuel
Acts 1:15	After a few days all the people [who believed in Jesus] met.  About 120 people came to this meeting.  Then Peter stood up.	Acts
Matthew 4:24	(literal) News [that was about Jesus] spread in all of Syria named the region _implicitType. (dynamic) People in all of Syria named the region _implicitType heard about Jesus. And people brought to Jesus all the people [who had different diseases], all the people [who had very much pain], all the people [who were controlled by demons], all the people [who were not able [to control the people's arms and legs]], and all the people [who were not able [to move those people's legs]]. And Jesus healed those people.	Matthew
Joshua 18:24	And the tribe named Benjamin owned the towns named Kephar-Ammoni, Ophni, and Geba. Therefore the tribe named Benjamin owned 12 towns. And the tribe named Benjamin also owned all of the villages [that were near those towns].	Joshua
Joshua 15:43	And the tribe named Judah owned the towns named Iphtah, Ashnah, and Nezib.	Joshua
Mark 10:19	You(man) know the commands/commandments of God _implicit. The Scriptures _frameInferable say, ["You(person) (imp) do not kill a person]. You(person) (imp) do not sex a person [who is not your(person's) husband or your(person's) wife]. You(person) (imp) do not steal things. You(person) (imp) do not say-B false things-C about people. You(person) (imp) do not cheat people. You(person) (imp) honor your(person's) father and your(person's) mother."" (footnote) You(people) (imp) see Exodus 20:12-16 and Deuteronomy 5:16-20.	Mark
1 Samuel 28:7	So Saul said to Saul's servants, ["You(servants) (imp) find a woman/witch [who talks to spirits]].  You(servants) (imp) find a woman/witch [who will tell me(Saul) about the future]. Then I(Saul) will talk to that woman."  Saul's servants said, ["There is a woman [who talks to spirits] in Endor].  That woman (implicit-info) is able [to tell you(Saul) about the future]."	1_Samuel
1 Samuel 25:31	[If you(David) do not (implicit-info) kill Nabal] you(David) will not feel bad. And you(David) will not be guilty. You(David) will not kill innocent people. You(David) please (imp) remember me(Abigail) [when Yahweh causes [you(David) to become the king of Israel]]."	1_Samuel
2 Samuel 20:26	And a man named Ira [who was from Jair] was David’s priest.	2_Samuel
Daniel 3:18	But [if God does not save us(men)] we(men) want [you(Nebuchadnezzar) to know [that we(men) will not worship your(Nebuchadnezzar's) gods]]. And we(men) will not worship the statue [that you(Nebuchadnezzar) have made]."	Daniel
Jonah 3:5	Then the people [who were living in Nineveh] believed God’s message. So those people decided [to not eat food [so that the people could pray]]. And all of the people put on sackcloth clothes. The least important people and the most important people did not eat food [so that the people could pray].  And the least important people and the most important people put on sackcloth clothes.	Jonah
Acts 17:32	[When those people heard the message [that God caused [a person to live again [after that person died]],]] some people laughed. But other people said, ["We(people) want to hear [you(Paul) speak more/again about this message]."]	Acts
1 Samuel 27:9	[Whenever David attacked/raided those people], David killed all of the men and women. Then David took those people's sheep, cows, donkeys, camels, and clothes. Then David returned to Achish.	1_Samuel
Genesis 18:33	[After Yahweh finished speaking to Abraham] Yahweh left that place. and Abraham returned to the house of Abraham.	Genesis
1 Samuel 8:22	So Yahweh said, ["You(Samuel) (imp) listen to the people]. And you(Samuel) (imp) give a king to the people." So Samuel said to the Israelites, ["You(Israelites) (imp) return to your(Israelites') towns]. I(Samuel) (implicit-info) will choose/annoint a king for you(people)."	1_Samuel
Genesis 31:9	Thus God take-away the animals from your(Rachel's) father. and God  gave those animals to me(Jacob).	Genesis
Genesis 33:2	Jacob put the female slaves and the children of the female slaves in the first group. Then Jacob put Leah and Leah's children in the second group. And Jacob put Rachel and Joseph in the third group.	Genesis
1 Samuel 12:2	Now you(Israelites) have a king [that will lead you(Israelites)]. I(Samuel) am old.  And my(Samuel's) hair is white. And my(Samuel's) sons are at this place with you(Israelites). I(Samuel) led you(Israelites’) [since I(Samuel) was a young man].	1_Samuel
1 Samuel 6:1	(title) The Philistines return the Ark-of-the-Covenant to Israel. The Ark-of-the-Covenant of Israel was in the Philistines’ region for seven months.	1_Samuel
Joshua 5:4	Joshua circumcised the Israelites [because all of the men [who came from Egypt] [and who were able [to fight]] died in the desert].  [After the Israelites left Egypt] those men died [while those men were traveling to the new land].	Joshua
2 Samuel 18:24	David was sitting near the gates of the city. A guard went up to the roof [that was near the gates]. That guard saw [a man running toward the city alone].	2_Samuel
Genesis 42:9	Then Joseph remembered Joseph's dream. Joseph had dreamed [that Joseph's brothers would bow to Joseph]. Then Joseph said to Joseph's brothers, ["You(brothers) are spies!] You(brothers) came to Egypt [in-order-to learn about our(Joseph's) secrets]!"	Genesis
Acts 17:17	So Paul went into the Jewish church. And Paul and the Jews and the Greeks [who followed God's laws] discussed many things. And Paul also went to the market every day. And Paul and the people [who were in that place] discussed many things.	Acts
1 Samuel 11:11	On the next day Saul divided Saul's soldiers into three groups. Then those three groups of soldiers entered the Ammonite's camp after midnight. And those soldiers killed many Ammonite soldiers [until the sun rose]. The Ammonites [who were not killed] run-away from the Israelites.	1_Samuel
2 Samuel 21:1	(title)  The people [who live in Gibeon] punish Saul's family.  [While David was ruling Israel] there was a famine for 3 years. So David prayed to Yahweh.Then Yahweh said to David, ["There is a famine [because Saul and Saul's family killed people]].  Saul killed many people [who were living in Gibeon]."	2_Samuel
1 Samuel 17:50	So David defeated Goliath with a sling and a stone. David threw/slung that stone at Goliath with the sling. And David killed Goliath without a sword.	1_Samuel
Titus 3:14	The other people [who believe in Christ Jesus] should also learn [how to do good things]. Those people should learn [how to give things to people [who need those things]]. Then those people will  be doing important things.	Titus
2 Samuel 15:24	Zadok was walking with David.  Zadok and all of the people [who were in tribe named Levi] [and who were with Zadok] were carrying God's Ark of the Covenant. Those men put the Ark of the Covenant on the ground. Then Abiathar gave/offered gifts/sacrifices to God [until all of the people left Jerusalem].	2_Samuel
Acts 15:18	I(God) showed these things to people long ago.']]"]	Acts
Genesis 25:2	Keturah birthed sons named Zimran, named Jokshan, named Medan, named Midian, named Ishbak, and named Shuah.	Genesis
Mark 8:15	Jesus warned-D those followers/disciples, ["You(followers) (imp) be careful]. You(followers) (imp) watch-out for the Pharisees's substance [that causes [bread to become big]] and for Herod's substance [that causes [bread to become big]]."	Mark
Genesis 43:7	The brothers said, ["That official asked us(brothers) about our(brothers') family]. That official asked us(brothers), ["Is your(brothers') father still living?] Do you(brothers) have another brother?" We(brothers) had to answer those questions. We(brothers) did not know [that that official would tell [us(brothers) to bring our(brothers') other brother to the official]]!"	Genesis
Nehemiah 2:1	The king (title) sends Nehemiah to Jerusalem. King Artaxerxes had ruled Persia for 20 years. A person brought wine to me(Nehemiah) for the king in the month named Nisan. So I(Nehemiah) took that wine to the king. And I(Nehemiah) gave that wine to the king. I(Nehemiah) (implicit-situational) was very sad. Previously I(Nehemiah) was not sad [while I(Nehemiah) was in-front-of the king].	Nehemiah
Joshua 2:11	[When we(people) heard about these things] we(people) became very afraid. Now our(people's) men are afraid [to fight you(people)]. We(people) believe that [your(people's) God named Yahweh rules all things [that are in the heavens] and all things [that are on the earth]]!	Joshua
1 Samuel 2:8	Yahweh lifts poor people from the dirt. And Yahweh picks up people [who need food] from the ashes. Yahweh causes [poor people to sit with princes].  And Yahweh gives thrones of honor to poor people. Yahweh owns the earth's pillars. And Yahweh put the earth on those pillars.	1_Samuel
Daniel 3:16	Shadrach, Meshach, and Abednego said to the king, ["King Nebuchadnezzar, we(men) know [that we(men) acted correctly]].	Daniel
Matthew 9:31	But those men left that place _implicit. And those men told people about the thing _implicit [that Jesus did] in many places [that were in that area/region].	Matthew
Acts 20:18	[When those church leaders came to Paul], Paul said to those church leaders, ["You(leaders) saw my(Paul's) actions [when we(Christians) lived together]. You(leaders) watched [my(Paul's) actions from the first day [that I(Paul) arrived in the region named Asia] until the day [that I(Paul) left].	Acts
1 Samuel 23:27	But then a person brought a message to Saul. That message said, ["You(Saul) (imp) come quickly!] The Philistines are attacking us(people)."	1_Samuel
Acts 15:37	Barnabas wanted to take John [whom people also called Mark].	Acts
Matthew 14:14	Jesus arrived onto land. [When Jesus saw a big crowd there _implicit,] Jesus pitied those people. And Jesus healed the sick people [who were among those people].	Matthew
Joshua 22:32	Then Phinehas and the other leaders left Gilead and the people [that were in the tribes named Reuben and Gad].  And Phinehas and the other leaders returned to Canaan. Then (implicit) those leaders told the Israelites [that those tribes did not sin/rebel against Yahweh].	Joshua
2 Samuel 16:10	But the king said to Abishai, ["Sons of Zeruiah, this man is not cursing you(sons)].Perhaps this man is cursing me(David) [because Yahweh told [this man to curse me(David)]]. Then  we(David) should not ask, [“Why are you(Shimei) cursing David?”]"	2_Samuel
Genesis 9:4	But you(Noah) must not eat meat [that still has blood in the meat] [because blood gives life to people and animals].	Genesis
Genesis 26:5	I(Yahweh) will give this land to you(Isaac) [because the father of you(Isaac) named Abraham obeyed me(Yahweh)]. Abraham obeyed the commands of me(Yahweh) and the laws of me(Yahweh).”	Genesis
Daniel 9:22	Gabriel spoke to me(Daniel). Gabriel said, ["Daniel, I(Gabriel) have come [in order to help [you(Daniel) understand the vision]]].	Daniel
2 Samuel 2:27	Then Joab said, ["I(Joab) am glad [because you(Abner) want [to stop fighting]]].  [If you(Abner) had not spoken to me(Joab)]  these soldiers certainly would have continued chasing the Israelites until the morning."	2_Samuel
2 Samuel 14:3	Then (imp) you(woman) go to the king. And (imp) you(woman) talk to the king." Then Joab told that woman the words [that that woman should say to David].	2_Samuel
Nehemiah 4:3	Tobiah [who was from Ammon] was standing beside Sanballat. And Tobiah said, ["The Jews are building which thing?] [If a fox climbs on that wall] that wall of stones will break! That wall (implicit-info) [that the Jews are building] is very weak."	Nehemiah
Joshua 19:46	The tribe named Dan also owned the towns named Me-Jarkon and Rakkon.  And the tribe named Dan also owned the region [that was near Joppa].	Joshua
Genesis 27:13	So Rebekah said to Jacob, ["[If the father of you(Jacob)curses you(Jacob)] the father of you(Jacob) will curse me(Rebekah) instead].  You(Jacob) will not be cursed by the father of you(Jacob). But you(Jacob) (imp) obey me(Rebekah) now. You(Jacob) (imp) go to the field [in-order-to you(Jacob) bring the goats to me(Rebekah)]".	Genesis
Daniel 12:5	Then I(Daniel), Daniel, saw two angels. One angel was on this side of the river. The other angel was on the other side of the river.	Daniel
Matthew 26:35	_paragraph But Peter said/declare, ["[Even-if I(Peter) must die with you(Jesus),] I(Peter) will not tell people [I(Peter) do not know you(Jesus)]"]. And all the other _implicit followers/disciples also said the same thing-C [that (implicit-situational) Peter said].	Matthew
2 Samuel 13:26	Then Absalom said, ["[If you(David) do not go] then please (imp) you(David) let [my(Absalom's) brother named Amnon go with us(Absalom)]]." King David asked Absalom, ["Why should Amnon go with you(Absalom)?"]	2_Samuel
Esther 3:2	Haman stood at the gate of the king's palace. All of the officials [that walked near the gate] bowed to Haman. The king commanded [all the officials to honor Haman]. But Mordecai did not honor Haman. Mordecai did not bow to Haman.	Esther
Nehemiah 2:15	So during the night I(Nehemiah) went up the valley. [While I(Nehemiah) was going up the valley] I(Nehemiah) was looking/examining at the wall. Then I(Nehemiah) turned around. And I(Nehemiah) entered the city through the gate-Valley.	Nehemiah
Matthew 25:13	_paragraph Therefore, you(followers) (imp) watch-out. For you(followers) do not know the day [that (implicit-situational) the Son-of-Man _1stAs3rd will return on] or the hour [that (implicit-situational) the Son-of-Man _1stAs3rd will return at].	Matthew
Jonah 3:7	Then the king sent a message to all of the people [who were living in Nineveh]. The king said, ["You(people) (imp) do not let [people or animals taste food]]. And you(people) (imp) do not let [your(people’s) cows or your(people’s) sheep taste food].  People and animals must not eat food. And people and animals must not drink water.	Jonah
Genesis 25:30	So Esau said to Jacob, ["You(Jacob) (imp) allow [me(Esau) to eat that food]].  I(Esau) am extremely hungry." The food [that Jacob was preparing] was red. Some people called Esau Edom [which means red] [because Esau liked [to eat red food]].	Genesis
Matthew 13:2	A very big crowd gather-C around Jesus. So Jesus went into a boat [that (implicit-situational) was on-B the lake]. And Jesus sat in that boat [while all the people stood on the shore].	Matthew
Genesis 41:3	Then 7 other cows came from the river. Those cows were thin and ugly. Those 7 thin cows stood beside the other healthy cows near the river.	Genesis
2 Samuel 18:16	Then Joab blew Joab’s trumpet. So David’s soldiers stopped chasing the Israelites.	2_Samuel
Acts 19:41	[After the official finished talking], the official told [the people to leave that place].	Acts
Nehemiah 6:15	The Jews (title) finish building the wall.  We(Nehemiah) finished building the wall on the 25th day of the month named Elul. We(Nehemiah) finished building the wall in 52 days.	Nehemiah
1 Samuel 27:1	(title) David lives with the Philistines.  [After (implicit-info) Saul left], David thought, ["Saul will continue trying [to kill me(David)]]. So I(David) must escape from Saul. I(David) will go to the Philistines' land. Then Saul will stop searching for me(David) in Israel.  And Saul will not capture me(David)."	1_Samuel
2 Samuel 7:3	Nathan said to the king, ["(imp) You(David) do the thing [that you(David) want  [to do]]]. Yahweh is with you(David)."	2_Samuel
Daniel 8:10	This horn became very great. Then this horn attacked the army of heaven. This horn threw some of the stars to the ground. And this horn walked on those stars.	Daniel
Matthew 13:49	The same thing will happen at the end of this period of time. The angels will come. And the angels will separate the evil people from the good/righteous people.	Matthew
Matthew 10:39	(literal) A person [who finds that person's life] will lose that person's life. (dynamic) A person [who wants [to protect that person's life]] will not receive-B eternal life. (literal) But a person [who loses that person's life for me(Jesus)] will find that person's life. (dynamic) But a person [who dies for me(Jesus)] will receive-B eternal life.	Matthew
Titus 2:1	Paul (title) explains [how certain groups of people should act [so that those people would please God]] to Titus. But you(Titus), you(Titus) (imp) tell true things [that those people need  [to know]] to people.	Titus
Matthew 9:1	(title) Jesus heals a man [who is paralyzed]. _paragraph Jesus entered a boat. And Jesus went to the other side of the lake _implicit. Jesus came to the town named Capernaum _implicit [that Jesus lived in] .	Matthew
2 Samuel 15:4	And Absalom also said to that person, ["I(Absalom) wish [that I(Absalom) were a judge]]! Then I(Absalom) would help all of the people[who have problems]!"	2_Samuel
Acts 3:24	And Samuel and all the prophets [who lived after Samuel lived] also spoke about these days.	Acts
Mark 11:26	(footnote) Most manuscripts _CopyinLDV of this part of the Scriptures do not include verse 26. But some manuscripts of this part of the Scriptures include verse 26. Verse 26 says, ["But [if you(followers) do not forgive-C other people _implicit,] your(followers') Father [ _descriptive who is in heaven] will also not forgive-B your(followers') bad-B _morally actions"].	Mark
1 Samuel 14:8	Then Jonathan said, ["Then you(soldier) (imp) come with me(Jonathan)]. We(Jonathan) will go across this valley. Then we(Jonathan) will let [the Philistines see us(Jonathan)].	1_Samuel
Joshua 7:25	Then Joshua said, ["Why did you(Achan) cause [us(Israelites) to have trouble]?] Today Yahweh will cause [you(Achan) to have trouble]." Then all of the people killed Achan [by throwing stones at Achan]. The people also killed Achan's family [by throwing stones at Achan's family]. Then the people burned Achan and Achan's family.	Joshua
Genesis 37:7	We(Joseph) were in a field.  And we(Joseph) were tying the wheat [that we(Joseph) harvested]. Then My(Joseph's) wheat stood up. Then your(brother's) wheat stood around my(Joseph's) wheat. Then your(brother's) wheat bowed to my(Joseph's) wheat."	Genesis
1 Samuel 20:1	(title) Jonathan warns David about King Saul again.  Then David run-away from Naioth [which was in Ramah]. And David went to Jonathan. David asked Jonathan, ["Did I(David) do a bad thing]? Did I(David) break a law? Did I(David) treat your(Jonathan's) father badly? Why is your(Jonathan's) father  trying [to kill me(David)]?"	1_Samuel
Genesis 24:40	Abraham answered me(servant), ["I(Abraham) serve Yahweh.] Yahweh will send Yahweh's angel with you(servant).  The angel will help you(servant). You(servant) will find a wife for my(Abraham's) son among the relatives of my(Abraham's) father.	Genesis
Genesis 24:53	Then the servant gave jewelry [that was made of gold and of silver] and clothes to Rebekah. The servant also gave valuable gifts to Rebekah's brother and to Rebekah's mother.	Genesis
Joshua 2:19	[If a person leaves your(Rahab's) house] we(men) will not protect that person. But we(men) will protect all of the people [who are in your(Rahab's) house].	Joshua
Joshua 8:18	Then Yahweh said to Joshua, ["(imp) You(Joshua) raise your(Joshua's) spear]. And (imp) you(Joshua) point your(Joshua's) spear at Ai. I(Yahweh) will give that city to you(Joshua)." So Joshua raised Joshua's spear. And Joshua pointed Joshua's spear at Ai.	Joshua
Genesis 6:8	But Noah pleased God.	Genesis
Esther 2:20	Esther still did not tell people about Esther's family. And Esther still did not tell people [that Esther was a Jew]. Esther had done all the things [that Mordecai said] [since Esther was a young girl]. And Esther continued to do all the things [that Mordecai said].	Esther
2 Samuel 1:18	David told [David's men to teach that song to all of the people [who were living in Judah]].  People called that song "The Bow." (Jashar wrote that song in Jashar's book.)	2_Samuel
Genesis 17:21	But I(God) will make my(God's) covenant with Isaac [who Sarah will birth next year]."	Genesis
Matthew 24:29	_paragraph The Scriptures talk about the time [that is immediately after the time [that people _generic much suffer at] in those days]. The Scriptures say, _indent1 ["The sun will become dark]. And the moon will stop shining-A. The stars will fall from the sky. And the powerful things [that are in the sky] will be shaken-B by God _implicitActiveAgent." (footnote) You(followers) (imp) see Isaiah 13:10 and Isaiah 34:4.	Matthew
Genesis 36:17	Nahath, Zerah, Shammah, and Mizzah were the leaders [who were sons of Esau's son named Reuel]. These men were the leaders [who were the sons of Reuel] [and who lived in Edom]. These men were the grandsons of Esau's wife named Basemath.	Genesis
Genesis 2:19	God had already created all the animals and the birds with the dust [that is on the ground].  So God brought all the animals and all the birds to the man [that God had created].  God called this man Adam.  Adam means person.  Then Adam named all of the animals and all of the birds [that God brought to Adam].	Genesis
Mark 16:13	[(implicit-situational) After those 2 followers/disciples recognized Jesus,] those 2 followers/disciples returned-A [in-order-to tell-A the other followers/disciples [(implicit-situational) those 2 followers/disciples saw Jesus]]. But these other followers/disciples also did not believe those 2 followers/disciples.	Mark
2 Samuel 1:25	Your(Israelites’) strong men died during the battle.   Jonathan died on Gilboa’s hills.	2_Samuel
Acts 1:14	All these apostles were in that room.  These apostles always prayed.  Certain women were also with these apostles.  And Mary [who was the mother of Jesus] and brothers of Jesus were also in that room with the apostles.	Acts
1 Samuel 13:3	One day Jonathan and the soldiers [that were with Jonathon] attacked the Philistines’ camp [that was at Geba]. And the other Philistines heard [that Jonathan attacked that camp]. Then Saul told [some men to walk throughout Israel]. And Saul told [those men to play trumpets [so that all of the people would hear those trumpets]].  Then Saul said, ["You(men) (imp) tell the Israelites [that we(Israelites) attacked the Philistines]]!"	1_Samuel
Genesis 5:2	God created a man and a woman.  And God blessed those people. and God called those people human.	Genesis
Genesis 40:23	But the officer [who made wine for the king] forgot [to tell the king about Joseph].	Genesis
2 Samuel 22:45	Foreigners are afraid of me(David).  [When foreigners hear about me(David)] the foreigners obey me(David).	2_Samuel
Genesis 4:2	Later Eve birthed another son named Abel.  [After Abel grew up] Abel became a shepherd.  [After Cain grew up] Cain became a farmer.	Genesis
Nahum 1:14	Yahweh says to the people [who live in Nineveh], ["You(people) will not have children]. There are idols [that are made of wood and metal] in the temples of your(people's) gods. I(Yahweh) will destroy those idols. I(Yahweh) will dig a grave for you(people) [because you(people) do evil things]."	Nahum
Genesis 25:18	The descendants of Ishmael lived in many places [that were between Havilah and Shur [which is east of Egypt]]. The descendants of Ishmael often attacked the descendants of the brothers of Ishmael.	Genesis
Joshua 9:27	But Joshua forced [the Gibeonites to cut wood for the Israelites]. And Joshua forced [the Gibeonites to carry water for the Israelites]. The Gibeonites also served Israel's priests [by cutting wood for the priests]. And the Gibeonites are still servants of the Israelites today.	Joshua
Genesis 30:31	So Laban asked Jacob, ["What should I(Laban) give to you(Jacob)?"] Jacob answered Laban, ["You(Laban) (imp) do not give any thing to me(Jacob).] But [if you(Laban) allow [me(Jacob) to do one thing]] I(Jacob) will stay in this place. and I(Jacob) will continue caring for your(Laban's) sheep.	Genesis
