reference	verse	book
Acts 16:3	Paul wanted to take Timothy on his(Paul's) journey. But all those Jews [who lived in that area] knew [that Timothy's father was from Greece]. So Paul caused [a person to cut off Timothy's foreskin] [in order to please those Jews].	Acts
Joshua 7:5	The people [who were living in Ai] killed about 36 Israelites. Then those people chased the Israelites from the gate of the city to a place [where people cut stones from the ground]. Those people killed the Israelites on the hills [that were in that region]. [When the other Israelites heard [that those people killed many Israelite soldiers]] the Israelites became very afraid.	Joshua
2 Samuel 7:7	I(Yahweh) moved to many  places with all of the Israelites.  And I(Yahweh) commanded [the Israelites' leaders  to take care  of my(Yahweh's) people]. But I(Yahweh) never asked [the Israelites' leaders to build a house made of cedar wood for me(Yahweh)]."	2_Samuel
Genesis 20:6	Then God said to Abimelech in the dream, ["I(God) know [that you(Abimelech) did not know [that Sarah is married to Abraham]]]. So I(God) prevented [you(Abimelech) sinning.]  I(God) did not allow [you(Abimelech) to touch Sarah].	Genesis
Genesis 29:35	Then Leah birth another son. Leah named this son Judah. Leah said, ["Now I(Leah) will praise Yahweh."] -Footnote Judah means praise.  At that time Leah was not able [to become pregnant again].	Genesis
2 Samuel 9:8	Mephibosheth bowed to David again. And Mephibosheth said, ["Why are you(David) treating me(Mephibosheth) kindly?] I(Mephibosheth) am your(David's) servant. I(Mephibosheth) am like a dead dog. "	2_Samuel
2 Samuel 22:42	My(David's) enemies asked[people to help my(David's) enemies].    But people did not come [in order to save my(David's) enemies]. My(David's) enemies called Yahweh.    But Yahweh did not answer my(David's) enemies.	2_Samuel
Daniel 10:13	The prince of the kingdom of Persia prevented [me(man) from coming to you(Daniel)] for 21 days. Then Michael [who is one of the chief princes] came [in order to help [me(man) escape from the prince of Persia]].	Daniel
Daniel 2:40	Then there will be a fourth kingdom. That kingdom will be strong [like iron is strong]. People use iron [in order to break things]. Likewise this fourth kingdom will destroy all the other kingdoms.	Daniel
Mark 13:13	(literal) You(followers) will be hated by all _hyperbolic people because of me(Jesus) . (dynamic) You(followers) will be hated by all _hyperbolic people [because you(followers) follow-B _routinely me(Jesus)]. But [if a person continues to follow-B _routinely me(Jesus) until the end of that person's life _implicit,] a person will be saved by God _implicitActiveAgent.	Mark
Matthew 25:41	_paragraph Then the king will say to the evil _implicit people [who are on the king's left side], ["You(people) [_descriptive whom God _implicitNecessary will cause bad things to happen to], you(people) (imp) leave me(king)]. And you(people) (imp) go into the fire [that never ends] [and that was prepared by God _implicitActiveAgent for Satan and Satan's servants/messengers].	Matthew
Genesis 4:5	But God was not pleased with Cain.  God did not accept Cain's offering.  So Cain became very angry.	Genesis
Genesis 27:12	[If the father of me(Jacob) touches me(Jacob)] the father of me(Jacob) will know [that I(Jacob) am not Esau]. Then the father of me(Jacob) will not bless me(Jacob). The father of me(Jacob) will curse me(Jacob) [because I(Jacob) tried [to trick the father of me(Jacob)]]".	Genesis
Joshua 15:37	Yahweh also gave other towns [that were on the western side of the mountains] to the tribe named Judah. So the tribe named Judah owned the towns named Zenan, Hadashah, and Migdal-Gad.	Joshua
2 Samuel 4:11	You(Rekab) are evil men. You(Rekab) killed a man [that was in the man's house]. Ish-Bosheth did not do a bad thing.  Ish-Bosheth was lying on Ish-Bosheth's bed. You(Rekab) killed Ish-Bosheth.  So now I(David) will kill you(Rekab)."	2_Samuel
Genesis 22:5	Then Abraham said to Abraham's 2 servants, ["You(servants) (imp) stay at this place with the donkey]. My(Abraham's) son and I(Abraham) will walk to that place. then we(Abraham) will worship God at that place. Then we(Abraham) will return to you(servants)".	Genesis
Joshua 19:41	The tribe named Dan owned the towns named Zorah, Eshtaol, and Ir-Shemesh.	Joshua
Genesis 25:3	Jokshan had sons named Sheba and named Dedan.  Dedan's descendants lived in Assyria, in Letush, and in Leum.	Genesis
Genesis 21:16	Then Hagar walked for a short time. Then Hagar sit-down. Hagar thought, ["My(Hagar's) son will die soon.] I(Hagar) do not want [to watch [my(Hagar's) son die]]." So Hagar sat at that place. and Hagar began to cry loudly.	Genesis
Mark 10:28	(paragraph) Then Peter started speaking to Jesus. Peter said, ["You(Jesus) (imp) look/behold]. We(followers) _excl left all things [in-order-to follow-B you(Jesus)]!"	Mark
Matthew 11:6	God _implicitNecessary will bless people _generic [who do not reject me(Jesus) because of the things [that I(Jesus) do]] ."	Matthew
Genesis 40:5	On one night these 2 men dreamed. The officer [who made wine for the king] dreamed.  And the officer [who baked bread for the king] also dreamed.	Genesis
Genesis 50:14	[After Joseph buried Joseph's father's body] Joseph returned to Egypt. Joseph's brothers and the other people [who traveled with Joseph [in-order-to bury Jacob's body]] also  returned to Egypt.	Genesis
Acts 21:37	Paul (title) talked to the crowd. [When the soldiers were ready [to carry Paul into the building [where the soldiers sleep],] Paul asked the man [who ruled the soldiers,] ["May I(Paul) please tell you(commander) a message?"] Then the man [who ruled the soldiers] said to Paul, ["I(commander) am surprised [that you(Paul) are able [to speak the Greeks' language]].	Acts
Genesis 3:23	So God forced [the man and the woman to leave the garden [that is in Eden]].  The man [that God created with soil] started to work on the soil.	Genesis
Jonah 4:7	The next day [before the sun started rising] God brought a worm to that plant. That worm ate the plant.  So the plant died.	Jonah
Mark 3:18	And Jesus chose/appointed Andrew, Philip, Bartholomew, Matthew, Thomas, James [who was Alphaeus's son], Thaddaeus, and Simon [who was called by people _implicitActiveAgent Zealot]. (footnote) Zealots opposed the Roman government.	Mark
2 Samuel 15:19	Then David talked to Ittai [who was from Gath]. David asked, ["Why are you(Ittai) coming with us(David)]? You(Ittai) (imp) return to the palace.  And you(Ittai) (imp) stay with King Absalom. You(Ittai) are a foreigner.	2_Samuel
Acts 16:20	The owners of that girl [who was a slave] brought Paul and Silas in front of the Roman officials. And the owners of that girl said, ["These men are Jews. And these men are making trouble in our(Romans) city.	Acts
Genesis 6:17	I(God) will destroy with a flood all things [that are living on the earth].  All the animals [that are on the earth] will die.	Genesis
Nahum 1:4	[When Yahweh speaks to the seas,] Yahweh causes [the seas to become dry]. Yahweh also causes [the rivers to become dry]. The fields [that are in Bashan and in Carmel] become dry. And the flowers [that are in Lebanon] die.	Nahum
Matthew 27:61	[Because (implicit-subaction) Mary-Magdalene and the other Mary followed-A Joseph earlier,] Mary-Magdalene and the other Mary were now _implicit sitting near the front of that hole/tomb.	Matthew
Nehemiah 10:2	Seraiah, Azariah, Jeremiah,	Nehemiah
Philemon 1:3	We(Paul) pray [that God [who is our(Paul's) Father] and Jesus Christ [who is our(Paul's) Lord] will treat you(Philemon) kindly]. And we(Paul) pray [that God and Jesus Christ will cause [you(Philemon) to be peaceful]].	Philemon
Mark 12:16	(literalunits) Those Pharisees and those people [who supported King _implicit Herod] brought a denarius _implicitNecessary to Jesus _implicit. (modernunits) Those Pharisees and those people [who supported King _implicit Herod] brought a Roman _implicit silver coin _implicitNecessary to Jesus _implicit. And Jesus asked those Pharisees and those people [who supported King _implicit Herod] , ["(literalunits) This picture [(implicit-situational) that is on this denarius] appears-B which person?] ["(modernunits) This picture [(implicit-situational) that is on this coin] appears-B which person?] (literalunits) And which name is written by people _implicit on this denarius _implicit?" (modernunits) And which name is written by people _implicit on this coin _implicit?" (paragraph) And those Pharisees and those people [who supported King _implicit Herod] said to Jesus, ["(literalunits) Caesar's picture and Caesar's name are _implicitNecessary on that denarius _implicitNecessary"] ["(modernunits) Caesar's picture and Caesar's name are _implicitNecessary on that coin _implicitNecessary"].	Mark
1 Samuel 22:2	Many other people also went to that cave. David became those people's leader. People [who had trouble] came to the cave. And people [who owed money to other people] also came.  People [who were not happy] also came to the cave. About 400 men came to David.	1_Samuel
Matthew 24:3	_paragraph (implicit-subaction) Later Jesus left the building/temple. Then Jesus sit-down on the mount-Olives. The followers/disciples came to Jesus again _implicit [when no other people were with Jesus and Jesus's followers/disciples]. The followers/disciples said, ["You(Jesus) (imp) tell us(followers) _excl about these things-B _implicit]. When will these things-B happen to the building/temple _implicit? Which sign-B will show-B us(followers) _excl the time [that you(Jesus) are coming again _implicit at]. And which sign-B will show-B us(followers) _excl the time [that the end-A of all things-D is happening at]?"	Matthew
Genesis 31:36	Then Jacob became very angry. And Jacob shouted, ["Did (rhetorical-question) I(Jacob) break a law?] I(Jacob) (rhetorical-statement) did not break a law! Did (rhetorical-question) I(Jacob) treat you(Laban) badly?  I(Jacob) (rhetorical-statement) did not treat you(Laban) badly. Why (rhetorical-question) are you(Laban) hunting me(Jacob)?  You(Laban) (rhetorical-statement) should not be hunting me(Jacob)!	Genesis
2 Samuel 20:1	(title) Sheba causes [Israel to stop following David].  An evil man named Sheba was Bikri's son. Sheba was in the tribe named Benjamin. Sheba was at that place. Sheba played a trumpet [in order to call many people]. Then Sheba shouted, ["We(Sheba) are not in David's kingdom]. Jesse's son is not our(Sheba's) king! People [who are in the tribes of Israel], you(people) (imp) return to your(people's) tents!"	2_Samuel
Joshua 6:8	[After Joshua spoke to the people] the 7 priests [who carried 7 trumpets] started walking.  And those priests started playing those trumpets. The other priests [who carried the ark-of-the-covenant] followed those 7 priests.	Joshua
Ruth 2:9	You(Ruth) (imp) watch the field [that the men are gathering/harvesting grain/barley in]. And you(Ruth) (imp) follow the women. I(Boaz) told [the men to not touch you(Ruth)]. [Whenever you(Ruth) become thirsty] you(Ruth) (imp) go to those containers. And you(Ruth) (imp) drink the water [that is in those containers]. The men filled those containers with water."	Ruth
Genesis 31:19	But [Before Rachel left with Jacob] Rachel stole the idols [that belonged to Laban]. At that time Laban was cut-off  the hair of the sheep of Laban.	Genesis
1 Samuel 9:3	One day Kish's donkeys run-away. So Kish said to Kish's son named Saul, ["You(Saul) (imp) go with one of my(Kish's) servants]. And you(Saul) (imp) look for my(Kish's) donkeys."	1_Samuel
Matthew 19:3	_paragraph Some Pharisees came to Jesus [in order to test Jesus]. Those Pharisees asked, ["Do the religious laws allow [a man to divorce that man's wife] for-B a reason?"]	Matthew
2 Samuel 19:38	Then the king said, ["Kimham will go across the river with me(David)]. And I(David) will do for Kimham the things[that you(Barzillai) want [me(David) to do]]. And I(David) will also do for you(Barzillai) the things [that you(Barzillai) want [me(David) to do]]."	2_Samuel
Nehemiah 3:1	People (title) repair the wall of Jerusalem.  A man named Eliashib was the chief priest.  Eliashib and the other priests started working [in order to repair the wall of Jerusalem].  Eliashib and the other priests repaired the gate-Sheep. Those priests gave/dedicated that gate to God. And those priests put doors in that gate. Eliashib and the other priests also repaired the part of the wall [that was between the gate-Sheep and the tower-Hundred]. Those priests also gave/dedicated that part of the wall to God. Then those priests continued repairing the wall [that led to the tower-Hananel].	Nehemiah
1 Samuel 21:6	So the priest gave that special/consecrated bread to David.  That bread was the only bread [that was at that place].  Each day the priests put hot bread on that table. And the priests take-away the bread [that the priests put on that table on the previous day]. That bread was special [because that bread was near Yahweh].	1_Samuel
Mark 10:51	(paragraph) Then Jesus said to Bartimaeus, ["What do you(Bartimaeus) want [me(Jesus) to do for you(Bartimaeus)]?"] (paragraph) The man [who was not able [to see ]] said to Jesus, ["My(man's) rabbi, I(man) want [to see ]"].	Mark
Nehemiah 12:30	The priests and the people [who were from the tribe named Levi] caused [those people to become religiously clean/pure]. Then those priests and the people [who were from the tribe named Levi] caused [the other people, the gates of Jerusalem _implicit, and the wall of Jerusalem _implicit to become religiously clean/pure].	Nehemiah
1 Samuel 11:3	The leaders of Jabesh said to Nahash, ["You(Jabesh) (imp) wait for 7 days]. We(people) will send messengers to the other people [who are in Israel]. [If people do not come [in order to help us(people)]], then we(people) will serve/surrender to you(Nahash)."	1_Samuel
Matthew 13:5	Some of those seeds fell on ground [that had many stones] [and that did not have much soil]. The plants grew-E quickly [because the soil was not deep].	Matthew
Matthew 27:14	But Jesus did not speak. Jesus did not talk about the things-C [that the chief priests and the old leaders said about Jesus [when (implicit-situational) the chief priests and the old leaders said about Jesus [Jesus did bad things]]]. So the ruler/governor was very surprised/amazed.	Matthew
1 Samuel 19:12	Then Michal helped [David leave the house through a window]. Then David ran from that place. So David escaped from Saul.	1_Samuel
Joshua 12:20	The Israelites defeated the king of Shimron-Meron and the king of Akshaph.	Joshua
Mark 5:16	The people [who saw the events ] described to the other people the things [that happened to the man [who was controlled by unclean-B spirits]] and the things [that happened to the pigs].	Mark
Matthew 24:4	_paragraph Jesus answered, ["You(followers) (imp) watch-out [so that a person will not deceive you(followers)]].	Matthew
Daniel 9:1	A man named Darius was the son of Xerxes. Darius came from a country named Media. Darius became the king of Babylon.	Daniel
Mark 1:29	Jesus (title) causes [many people to become healthy]. (paragraph) [After Jesus left the Jewish church with James and John,] Jesus and Jesus's followers/disciples immediately went to the house of Simon and Andrew.	Mark
Genesis 30:34	Then Laban said to Jacob, ["I(Laban) agree [to give all the goats [that have black marks], all the black lambs, and all the sheep [that have black marks] to you(Jacob)]."]	Genesis
1 Samuel 9:5	Then Saul and that servant arrived in the region named Zuph. Saul said to the servant, ["We(Saul) should return to my(Saul's) father's house]. My(Saul's) father will stop thinking about the donkeys. And my(Saul’s) father will start worrying about us(Saul)."	1_Samuel
Acts 16:32	Then Paul and Silas told the message about the Lord Jesus to the chief guard of the prison and all the people [who were in the house of the chief guard of the prison].	Acts
Esther 9:8	The names of Haman's ten sons were Parshandatha, Dalphon, Aspatha, Poratha, Adalia, Aridatha, Parmashta, Arisai, Aridai and Vaizatha.	Esther
1 Samuel 30:21	Then David and those men returned to the other 200 men [who were waiting].  Those 200 men were not able [to follow David] [because those men were too tired].  So those men did not fight the Amalekites.  Those men stayed at the valley named Besor.  [When David and those men came to those other men] those men came [in order to meet David].  Then David greeted those men.	1_Samuel
Genesis 19:24	Then Yahweh caused [fire and stones to fall from the sky onto Sodom and Gomorrah].	Genesis
Matthew 18:25	That man was not able [to pay that money]. So the king [_descriptive who was that man's master] commanded [that man, that man's wife, that man's children and all the things [that that man owned] be sold by the king's officers _implicitActiveAgent] [so that that man's debt _inLDV would be paid by that man _implicitActiveAgent ].	Matthew
Daniel 10:5	I(Daniel) saw a man. The man was wearing clothes [that were made of good white cloth]. And this man wore a belt [that was made of pure gold].	Daniel
Matthew 10:6	Instead, you(disciples) (imp) go to the people of Israel [_descriptive who are _be-U like sheep [that those sheep's shepherd _implicitNecessary lost]].	Matthew
Joshua 20:7	So the Israelites chose the city named Kedesh [which was in Galilee]. Kedesh was in the mountains [that the tribe named Naphtali owned]. The Israelites also chose the city named Shechem. Shechem was in the mountains [that the tribe named Ephraim owned]. And the Israelites chose the city named Kiriath-Arba. Kiriath-Arba was in the mountains [that the tribe named Judah owned]. ( People called Kiriath-Arba Hebron. )	Joshua
Mark 3:15	Jesus also wanted [those leaders/apostles to have authority [ in-order-to force [evil spirits/demons to leave people]]].	Mark
Matthew 23:5	_paragraph Those people do all those people's actions [so that people _genericDifferentNounIndex would see those actions] [and so that (implicit-situational) people _generic would praise those people]. The boxes [that contain-B God's religious laws] [and that those people wear on those people's foreheads and those people's arms] are very wide. And the sets of threads [that show [that a person _generic serves-A God]] [and that those people wear on those people's clothes] are very long.	Matthew
Joshua 24:31	the Israelites served Yahweh [while Joshua was living]. And [after Joshua died] the Israelites continued serving Yahweh. The Israelites continued serving Yahweh [while the Israelites' leaders were living]. Those leaders saw all of the things [that Yahweh did for the Israelites].	Joshua
Daniel 1:3	A man named Ashpenaz was Nebuchadnezzar's chief official. Nebuchadnezzar ordered [Ashpenaz [who was Nebuchadnezzar's chief official] to bring some Jews to Nebuchadnezzar]. Nebuchadnezzar wanted [Ashpenaz to bring young men [who were sons of Judah's king] and young men [who were sons of Judah's officials]].	Daniel
Philemon 1:13	I(Paul) want [Onesimus to stay with me(Paul)]. I(Paul) am in prison [because I(Paul) tell God's good message to people]. And [if Onesimus were to stay with me(Paul)] Onesimus would be able [to help me(Paul) for you(Philemon)].	Philemon
Joshua 10:15	[After the Israelites defeated those armies] Joshua and Joshua's army returned to the camp [that was at Gilgal].	Joshua
Acts 17:13	But [when the Jews [who lived in Thessalonica] learned [that Paul was preaching [about God's message] in Berea],] the Jews [who lived in Thessalonica] went to Berea. And the Jews [who lived in Thessalonica] caused many of those people [who lived in Berea] to become angry at Paul.	Acts
Joshua 2:9	And Rahab said to those 2 men, ["I(Rahab) know [that Yahweh will give this land to your(men's) people]]. We(people) are very afraid of you(people). All of the people [who are living in this land] are very afraid of you(people).	Joshua
Matthew 7:25	Then _implicit the rain _frameInferable fell-A. The rivers [(implicit-situational) that were by that house] became deep. And the winds blew-A much on that house. But that house did not fall [because that house was built by that person _implicitActiveAgent on stone].	Matthew
Genesis 5:29	Lamech named this son Noah.  Lamech said, ["Noah will comfort us(people)].  We(people) work very hard [because God cursed the ground]."  Noah means [rest].	Genesis
1 Samuel 1:20	So Hannah became pregnant. And Hannah birthed a son. Then Hannah named that boy Samuel. Hannah said, ["I(Hannah) named this boy Samuel [because I(Hannah) asked Yahweh for a baby]]." Samuel (footnote) sounds like ["God heard me(Hannah)"] in Hebrew.	1_Samuel
Esther 6:2	So the servant read a story [that was about Mordecai]. The story said [that Mordecai had told the king about Bigthana and about Teresh]. Those two men guarded the door of the king's room. But those men had planned [to kill King Xerxes]. Mordecai told Esther [that those two men wanted [to kill the king]]. Then Esther told the king about those two men.	Esther
Daniel 4:33	Then all these things immediately happened to me(Nebuchadnezzar). People chased me(Nebuchadnezzar) away from Babylon. I(Nebuchadnezzar) ate grass [like animals eat grass]. Dew [that came from the sky] was on my(Nebuchadnezzar's) body. My(Nebuchadnezzar's) hair grew. My(Nebuchadnezzar's) hair became very long. My(Nebuchadnezzar's) hair looked like the feathers of a big bird. My(Nebuchadnezzar's) nails looked like the feet of birds.	Daniel
Matthew 10:15	I(Jesus) am telling you(disciples) the truth. On the day [when God will judge all the people of the earth] bad things will happen to the people _implicitNecessary [who lived in Sodom of the city _implicitType] and the people _implicitNecessary [who lived in Gomorrah of the city _implicitType]. But on the day [when God will judge all the people of the earth] more terrible things will happen to that town of the people _implicitType [that (implicit-situational) did not accept/welcome you(disciples)].	Matthew
Matthew 23:35	Therefore you(scribes) will be guilty-A [you(scribes) killing all the good/righteous people [who were killed by you(scribes) and your(scribes') parents/ancestors _implicitActiveAgent]]. You(scribes) will be guilty-A [you(scribes) killing good/righteous Abel]. And you(scribes) will be guilty-A [you(scribes) killing Zechariah, [_descriptive who was the son of Berekiah] between the big building of Jerusalem [that Jews honor/worship God in] and the structure [on which people give gifts/sacrifices to God]]. And you(scribes) will be guilty-A [you(scribes) killing all the good/righteous people [who lived between Abel's time and Zechariah's time]].	Matthew
Matthew 8:22	(paragraph) But Jesus said to that follower/disciple, ["You(follower) (imp) follow me(Jesus)]. And you(follower) (imp) let [the dead people _generic bury-A the dead people’s _generic dead people _otherThingList]."	Matthew
1 Samuel 11:5	At that time Saul was plowing the fields with Saul's oxen. [After Saul finished plowing] Saul started walking to Saul’s house.  And Saul heard [the people crying loudly]. So Saul asked those people, ["Why are you(people) crying?"] Then the people told Saul about the things [that the messengers said].	1_Samuel
Joshua 3:10	Yahweh will prove to you(people) [that Yahweh is with you(people)]. Yahweh will prove to you(people) [that Yahweh will defeat the Canaanites, Hittites, Hivites, Perizzites, Girgashites, Amorites, and the Jebusites].	Joshua
Matthew 13:16	(literal) But you(followers) are blessed by God _implicitActiveAgent [because your(followers') eyes see things _implicit]. (literal) And you(followers) are blessed by God _implicitActiveAgent [because your(followers') ears hear things _implicit]. (dynamic) But you(followers) are blessed by God _implicitActiveAgent [because you(followers) understand things _implicit].	Matthew
Matthew 26:59	_paragraph Inside the chiefest priest's house _implicit, the chief priests and all the leaders _implicitNecessary [_restrictive who were in-D the Sanhedrin] were trying [to find-B false things-C [that were about Jesus]] [in order to show [Jesus broke-C laws]]. Those people wanted [Jesus to be killed by the Roman soldiers _implicitActiveAgent].	Matthew
2 Samuel 15:7	After 4 years Absalom said to King David, [" (imp) you(David) let [me(Absalom) go to Hebron]]. Previously I(Absalom) promised Yahweh [that I(Absalom) will worship Yahweh in Hebron].	2_Samuel
1 Samuel 2:24	My(Eli's) sons, Yahweh’s people say bad things about you(sons).	1_Samuel
1 Samuel 10:4	Those men will greet you(Saul). Then those men will give 2 loaves of bread to you(Saul). And you(Saul) will accept those loaves of bread from those men.	1_Samuel
2 Samuel 3:1	The people [that followed Saul]continued fighting the people [that followed David] for many years. But David's army became strong. And Saul's army became weak.	2_Samuel
Genesis 19:30	-Title Lot's daughters become pregnant. Lot was afraid [to continue living in Zoar]. So Lot and Lot's 2 daughters moved to a cave [that was in the mountains].	Genesis
Matthew 26:7	(literal) [While Jesus and Jesus's followers/disciples _implicit were lying/reclining at the table _frameInferable there,] a woman came to Jesus. (dynamic) [While Jesus and Jesus's followers/disciples _implicit were eating there,] a woman came to Jesus. That woman was holding a container/jar of _madeOf beautiful white and yellow stone. That container/jar contained very expensive perfume. And that woman poured that perfume on Jesus's head [in order to (implicit-situational) honor-A Jesus].	Matthew
Matthew 27:25	_paragraph All the people said, ["We(people) are responsible for this man's death]. And our(people's) children will be responsible for this man's death!"	Matthew
1 Samuel 25:35	Then David accepted Abigail’s gifts.  And David said to Abigail, ["You(Abigail) (imp) return to your(Abigail's) house]. And you(Abigail) (imp) do not worry.   I(David) listened to you(Abigail).  So I(David) will not kill those people."	1_Samuel
1 Samuel 9:12	Those women answered Saul, ["Yes].  The man [who sees] is in this town. You(Saul) (imp) walk quickly.  The man [who sees] came to our(women's) town today [because the people will give a sacrifice at the place [that we(women) worship God at]].	1_Samuel
Ruth 1:8	But Naomi said to Naomi's daughters in law, ["My(Naomi's) daughters, you(daughters in law) must return to Moab]. You(daughters in law) (imp) return to the houses of your(daughters in law's) mothers. I(Naomi) hope [that Yahweh will care for you(daughters in law) [like you(daughters in law) cared for me(Naomi) and my(Naomi's) sons]].	Ruth
Joshua 23:11	So you(Israelites) must love your(Israelites') God named Yahweh.	Joshua
Mark 5:27	Then-E _implicit that woman heard about Jesus [ (implicit-situational) who was healing people]. So that woman came to Jesus _implicit in the crowd. [When that woman was behind Jesus _implicitNecessary,] that woman touched Jesus's clothes .	Mark
Joshua 24:4	And I(Yahweh) gave sons named Jacob and Esau to Isaac.  I(Yahweh) gave the land [that is near the mountains of Edom] to Esau. But Jacob and Jacob's sons went to Egypt.	Joshua
Ruth 2:8	So Boaz (implicit-info) walked to Ruth. Then Boaz said to Ruth, ["My(Boaz's) daughter, you(Ruth) (imp) listen to me(Boaz)]. You(Ruth) (imp) do not go to another field [in order to gather grain/barley]. You(Ruth) (imp) do not leave this field. But you(Ruth) (imp) stay in this field with the women [that work for me(Boaz)].	Ruth
Genesis 27:7	Isaac said to Esau, [“you(Esau) (imp) hunt an animal [that I(Isaac) like [to eat]]]. and you(Esau) (imp) cook that animal. Then I(Isaac) will bless you(Esau).  I(Isaac) want [to bless you(Esau) [before I(Isaac) die]].  Yahweh will witness [that I(Isaac) bless you(Esau)].	Genesis
Genesis 27:2	Isaac said, ["I(Isaac) am old.] And I(Isaac) will die soon.	Genesis
Genesis 43:21	But [While we(brothers) were returning to Canaan] we(brothers) stopped traveling at night. At that time We(brothers) found the money [that we(brothers) paid for the food with] in our(brother's) bags. Today we(brothers) brought that money to Egypt [because we(brothers) want [to give that money to you(servant)]].	Genesis
1 Samuel 12:16	So you(Israelites) (imp) stay at this place now. And you(Israelites) (imp) see the great thing [that Yahweh will now do]!	1_Samuel
1 Samuel 14:48	Saul fought well/bravely. And Saul defeated the Amalekites. Saul saved the Israelites from the enemies [that previously took things from the Israelites].	1_Samuel
Genesis 22:9	Then Abraham and Abraham's son arrived at the place [that God told Abraham about]. Then Abraham built an altar at that place. And Abraham put the wood on the altar. then Abraham tied Abraham's son named Isaac. and Abraham put Isaac on the wood [that was on the altar].	Genesis
1 Samuel 28:18	You(Saul) did not obey Yahweh. You(Saul) did not punish the Amalekites [when Yahweh was angry at the Amalekites]. So Yahweh left you(Saul).	1_Samuel
Ruth 2:21	Then Ruth [who was from Moab] said, ["Boaz also said to me(Ruth), ["You(Ruth) (imp) stay with my(Boaz's) workers [until my(Boaz's) workers finish gathering/harvesting all of my(Boaz's) grain/barley]]].""	Ruth
Matthew 18:5	(literal) And [if a person accept/welcome a child [who is like this child] in-H my(Jesus's) name,] a person accept/welcome me(Jesus). (dynamic) And [if a person accept/welcome a child [who is like this child] because of me(Jesus),] a person accept/welcome me(Jesus).	Matthew
Joshua 21:28	The tribe named Issachar gave the towns named Kishion and Daberath to the families [that were Gershon’s descendants].	Joshua
Mark 13:11	But your(followers's) enemies will take-away/arrest you(followers) [in-order-to take you(followers) to the courts _implicitNecessary]. [Before you(followers) speak,] you(followers) (imp) do not worry about the words [that you(followers) should say] . Instead, you(followers) (imp) say the words [that will be given-C to you(followers) by the Holy-Spirit _implicitActiveAgent at that time]. For you(followers) _emphasized will not be speaking. But the Holy-Spirit _emphasized will be speaking instead of you(followers) _implicit.	Mark
Daniel 10:20	The Lord spoke to me(Daniel) again. The Lord said, ["I(Lord) have come to you(Daniel) [in order to explain the words [that are in the Book of Truth] to you(Daniel)]]. Soon I(Lord) will leave [in order to fight the prince of Persia]. But [after I(Lord) leave] the prince of Greece will come to you(Daniel).	Daniel
Matthew 26:40	_paragraph Then Jesus returned to the 3 followers/disciples. And Jesus see-C [those followers/disciples were sleeping]. (norhetorical) Jesus asked Peter, ["Were you(followers) able [to be awake for 1 hour]?] (statement) Jesus said to Peter, ["You(followers) should be able [to be awake for 1 hour]!]	Matthew
Matthew 21:45	_paragraph [When the chief priests and the Pharisees heard Jesus's parables,] the chief priests and the Pharisees knew [those stories/parables were about those chief priests and those Pharisees]. (implicit-situational) Those chief priests and those Pharisees knew [Jesus thought [those chief priests and those Pharisees were-U like the evil farmers]].	Matthew
Matthew 24:13	But [if a person continues to follow-B _routinely me(Jesus) until the end of that person's life _implicit,] a person will be saved by God _implicitActiveAgent.	Matthew
Nehemiah 6:19	Those rulers also continuously told me(Nehemiah) about the good things [that Tobiah did]. And those rulers told Tobiah about the things [that I(Nehemiah) said]. And Tobiah sent letters to me(Nehemiah) [in-order-to scare/intimidate me(Nehemiah)].	Nehemiah
Genesis 22:7	Isaac seek-attention Isaac's father named Abraham. Abraham give-attention to Isaac. Isaac said, ["We(Isaac) have the fire and the wood.] but where is the lamb [that we(Isaac) will sacrifice to God]?"	Genesis
2 Samuel 19:2	[Although David’s army defeated Absalom's army] all of David’s soldiers were very sad.  All of David’s soldiers were crying/mourning [instead of celebrating].  David’s soldiers heard people saying, [“The king is crying/mourning for the king’s son.”]	2_Samuel
Daniel 4:28	All the things [that Daniel said] happened to King Nebuchadnezzar.	Daniel
Joshua 12:18	The Israelites defeated the king of Aphek and the king of Lasharon.	Joshua
Matthew 22:15	(title) The Pharisees ask Jesus about taxes. _paragraph Then those Pharisees left. And those Pharisees planned [to trick Jesus [so that Jesus would say a thing-C [that will cause [Jesus to have trouble]]]].	Matthew
1 Samuel 24:13	People often say, ["Evil people do evil things."] So I(David) will not hurt you(Saul).	1_Samuel
1 Samuel 16:3	Then you(Samuel) (imp) invite Jesse [to go to the altar with you(Samuel)]. And I(Yahweh) will show you(Samuel) the things [that you(Samuel) must do]. You(Samuel) must choose/appoint/anoint for me(Yahweh) the person [that I(Yahweh) will show to you(Samuel)]."	1_Samuel
Joshua 15:45	Yahweh also gave the town named Ekron to the tribe named Judah. And Yahweh gave all of the small towns and fields [that were near Ekron] to the tribe named Judah.	Joshua
Joshua 15:32	And the tribe named Judah owned the towns named Lebaoth, Shilhim, Ain, and Rimmon. Therefore the tribe named Judah owned 29 towns [that were in that region].  And the tribe named Judah also owned the fields [that were near those towns].	Joshua
Acts 19:14	A Jewish man named Sceva was the chief priest.  Sceva had seven sons. And Sceva's sons also tried to [cause [evil spirits to leave people]].	Acts
